,record,speaker,sessionname,utterances,corpus,age,mlu,morphemes,Situation,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,ToAdults?,ClauseMarkers,Subject,Object,Topic,UttGoal,ToAdult?,Followup?,MORPHEMES,Verb,Aux,AuxInvert,InitFunction,PreVFunction,PostVFunction,SFP,Function,filename,start,end,dur,utt
412,423,FAT,130202.cha,three@s . ,Tong,"(1, 7, 18)",1.962162162,L2|three .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-423,1314.037,1314.533,496,three@s .
413,424,FAT,130202.cha,four@s . ,Tong,"(1, 7, 18)",1.962162162,L2|four .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-424,1314.533,1316.777,2244,four@s .
414,425,CHI,130202.cha,&e1 : .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,1,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-425,1316.777,1318.524,1747,&e1 : .
415,426,FAT,130202.cha,说 four@s . ,Tong,"(1, 7, 18)",1.962162162,v|shuo1=say L2|four .,,Request/Command,Imperative,Teaching,,,,0,0,ImpNull,0,1,0,,,,"['v', 'L2', '.']",1,0,0,0,0,0,0,0,130202-FAT-426,1318.524,1319.406,882,说 four@s .
416,427,CHI,130202.cha,&e1 : .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,1,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-427,1319.406,1320.637,1231,&e1 : .
417,428,FAT,130202.cha,four@s . ,Tong,"(1, 7, 18)",1.962162162,L2|four .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-428,1320.637,1321.539,902,four@s .
418,429,CHI,130202.cha,还 要 [?] 汽车 啊 . ,Tong,"(1, 7, 18)",1.962162162,adv|hai2=still v|yao4=want_wish_to n|qi4che1=motor_vehicle sfp|a1 .,,,,,,,,0,0,,0,0,0,,,,"['adv', 'v', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-CHI-429,1321.539,1324.667,3128,还 要 [?] 汽车 啊 .
419,430,CHI,130202.cha,还 有 [?] . ,Tong,"(1, 7, 18)",1.962162162,adv|hai2=still v|you3=have .,,,,,,,,1,0,,0,0,0,,,,"['adv', 'v', '.']",1,0,0,0,0,0,0,0,130202-CHI-430,1324.667,1329.366,4699,还 有 [?] .
420,431,FAT,130202.cha,"哎 [/] 哎 , 头花 啊 . ",Tong,"(1, 7, 18)",1.962162162,co|ai1 cm|cm n|tou2hua1=flower_ornament_for_hair sfp|a1 .,,Assertion,FRAG,Meta,,,,0,0,,0,0,0,,,,"['co', 'cm', 'n', 'sfp', '.']",0,0,0,0,0,0,1,0,130202-FAT-431,1329.366,1330.876,1510,"哎 [/] 哎 , 头花 啊 ."
421,432,FAT,130202.cha,来 . ,Tong,"(1, 7, 18)",1.962162162,co|lai2=come_on .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,0,0,0,,,,"['co', '.']",1,0,0,0,0,0,0,0,130202-FAT-432,1330.876,1333.246,2370,来 .
422,433,FAT,130202.cha,嗯 ? ,Tong,"(1, 7, 18)",1.962162162,co|en1=okay ?,,Question,FRAG,Meta,no,,,1,0,,0,0,0,,,,"['co', '?']",0,0,0,0,0,0,1,0,130202-FAT-433,1333.246,1334.331,1085,嗯 ?
423,434,CHI,130202.cha,哎呀 . ,Tong,"(1, 7, 18)",1.962162162,co|ai1ya1=jeez .,,,,,,,,1,0,,0,0,0,,,,"['co', '.']",0,0,0,0,0,0,0,0,130202-CHI-434,1334.331,1335.483,1152,哎呀 .
424,435,FAT,130202.cha,嗯 ? ,Tong,"(1, 7, 18)",1.962162162,co|en1=okay ?,,Question,FRAG,Meta,no,,,1,0,,0,0,0,,,,"['co', '?']",0,0,0,0,0,0,1,0,130202-FAT-435,1335.483,1363.015,27532,嗯 ?
425,436,FAT,130202.cha,耍 杂技 啊 ? ,Tong,"(1, 7, 18)",1.962162162,v|shua3=play_role_tricks n|za2ji4=acrobatics sfp|a1 ?,,Question,Declarative,Meta,yes,,,1,0,,0,1,0,,,,"['v', 'n', 'sfp', '?']",1,0,0,0,0,0,1,0,130202-FAT-436,1363.015,1364.65,1635,耍 杂技 啊 ?
426,437,FAT,130202.cha,给 妈妈 表演 一 下 . ,Tong,"(1, 7, 18)",1.962162162,prep|gei3=for n:relat|ma1&DIM=mother v|biao3yan3=perform num|yi1=one cl|xia4=activity .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,1,0,,,,"['prep', 'n:relat', 'v', 'num', 'cl', '.']",1,0,0,0,0,0,0,0,130202-FAT-437,1364.65,1368.198,3548,给 妈妈 表演 一 下 .
427,438,CHI,130202.cha,&a . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-438,1368.198,1379.45,11252,&a .
428,439,FAT,130202.cha,同同 你 饿 不 饿 ? ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong pro|ni3=you adj|e4=hungry neg|bu4=not adj|e4=hungry ?,,Question,Interrogative,Negotiating,no,Polar,,0,0,IntAnotA,1,0,0,,,,"['n:name', 'pro', 'adj', 'neg', 'adj', '?']",1,0,0,0,0,0,0,0,130202-FAT-439,1379.45,1383.715,4265,同同 你 饿 不 饿 ?
429,440,CHI,130202.cha,饿 . ,Tong,"(1, 7, 18)",1.962162162,adj|e4=hungry .,,,,,,,,1,0,,0,0,0,,,,"['adj', '.']",0,0,0,0,0,0,0,0,130202-CHI-440,1383.715,1384.322,607,饿 .
430,441,FAT,130202.cha,啊 ? ,Tong,"(1, 7, 18)",1.962162162,co|a1=uh ?,,Question,FRAG,Meta,,,,1,0,,0,0,0,,,,"['co', '?']",0,0,0,0,0,0,1,0,130202-FAT-441,1384.322,1385.535,1213,啊 ?
431,442,CHI,130202.cha,饿 . ,Tong,"(1, 7, 18)",1.962162162,adj|e4=hungry .,,,,,,,,1,0,,0,0,0,,,,"['adj', '.']",0,0,0,0,0,0,0,0,130202-CHI-442,1385.535,1386.344,809,饿 .
432,443,FAT,130202.cha,吃 早饭 吗 ? ,Tong,"(1, 7, 18)",1.962162162,v|chi1=eat n|zao3fan4=breakfast sfp|ma ?,,Question,Interrogative,Negotiating,,,,1,0,IntMa,0,1,0,,,,"['v', 'n', 'sfp', '?']",1,0,0,0,0,0,1,0,130202-FAT-443,1386.344,1387.825,1481,吃 早饭 吗 ?
433,444,FAT,130202.cha,"啊 别 踢 , 别 踢 , 别 踢 . ",Tong,"(1, 7, 18)",1.962162162,co|a1=uh adv|bie2=dont v|ti1=kick cm|cm adv|bie2=dont v|ti1=kick cm|cm adv|bie2=dont v|ti1=kick .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpBie,0,0,0,,,,"['co', 'adv', 'v', 'cm', 'adv', 'v', 'cm', 'adv', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-444,1387.825,1401.412,13587,"啊 别 踢 , 别 踢 , 别 踢 ."
434,445,FAT,130202.cha,爸爸 疼 啊 . ,Tong,"(1, 7, 18)",1.962162162,n:relat|ba4&DIM=father v|teng2=hurt sfp|a1 .,,Assertion,Declarative,Negotiating,,,,1,0,,1,0,0,,,,"['n:relat', 'v', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-FAT-445,1401.412,1401.986,574,爸爸 疼 啊 .
435,446,FAT,130202.cha,"啊 , 不 能 踢 了 . ",Tong,"(1, 7, 18)",1.962162162,co|a1=uh cm|cm neg|bu4=not v:aux|neng2=can v|ti1=kick sfp|le .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBeng,0,0,0,,,,"['co', 'cm', 'neg', 'v:aux', 'v', 'sfp', '.']",1,1,0,0,0,0,1,0,130202-FAT-446,1401.986,1403.621,1635,"啊 , 不 能 踢 了 ."
436,447,FAT,130202.cha,别 踢 了 啊 . ,Tong,"(1, 7, 18)",1.962162162,adv|bie2=dont v|ti1=kick sfp|le sfp|a1 .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBie,0,0,0,,,,"['adv', 'v', 'sfp', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-FAT-447,1403.621,1404.974,1353,别 踢 了 啊 .
437,448,FAT,130202.cha,不 能 踢 了 . ,Tong,"(1, 7, 18)",1.962162162,neg|bu4=not v:aux|neng2=can v|ti1=kick sfp|le .,,Request/Command,FRAG,Negotiating,,,,1,0,ImpBeng,0,0,0,,,,"['neg', 'v:aux', 'v', 'sfp', '.']",1,1,0,0,0,0,1,0,130202-FAT-448,1404.974,1410.421,5447,不 能 踢 了 .
438,449,FAT,130202.cha,不 能 踢 了 . ,Tong,"(1, 7, 18)",1.962162162,neg|bu4=not v:aux|neng2=can v|ti1=kick sfp|le .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBeng,0,0,0,,,,"['neg', 'v:aux', 'v', 'sfp', '.']",1,1,0,0,0,0,1,0,130202-FAT-449,1410.421,1410.874,453,不 能 踢 了 .
439,450,CHI,130202.cha,"&pia1 , &pia1 , &pia1 .",Tong,"(1, 7, 18)",1.962162162,cm|cm cm|cm .,,,,,,,,0,0,,0,0,0,,,,"['cm', 'cm', '.']",0,0,0,0,0,0,0,0,130202-CHI-450,1410.874,1416.787,5913,"&pia1 , &pia1 , &pia1 ."
440,451,CHI,130202.cha,"&pia1 , &pia1 , &pia1 .",Tong,"(1, 7, 18)",1.962162162,cm|cm cm|cm .,,,,,,,,0,0,,0,0,0,,,,"['cm', 'cm', '.']",0,0,0,0,0,0,0,0,130202-CHI-451,1416.787,1421.596,4809,"&pia1 , &pia1 , &pia1 ."
441,452,CHI,130202.cha,"&pia1 , &pia1 , &pia1 .",Tong,"(1, 7, 18)",1.962162162,cm|cm cm|cm .,,,,,,,,0,0,,0,0,0,,,,"['cm', 'cm', '.']",0,0,0,0,0,0,0,0,130202-CHI-452,1421.596,1422.66,1064,"&pia1 , &pia1 , &pia1 ."
442,453,FAT,130202.cha,"同同 , 你 告诉 爸爸 , 几 岁 啦 ? ",Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong cm|cm pro|ni3=you v|gao4su4=tell n:relat|ba4&DIM=father cm|cm num|ji3=several cl|sui4 sfp|la1 ?,,Question,Declarative,Teaching,yes,,,0,0,,1,1,0,,,,"['n:name', 'cm', 'pro', 'v', 'n:relat', 'cm', 'num', 'cl', 'sfp', '?']",1,0,0,0,0,1,1,0,130202-FAT-453,1422.66,1425.145,2485,"同同 , 你 告诉 爸爸 , 几 岁 啦 ?"
443,454,FAT,130202.cha,啊 ? ,Tong,"(1, 7, 18)",1.962162162,co|a1=uh ?,,Question,FRAG,Meta,no,,,1,0,,0,0,0,,,,"['co', '?']",0,0,0,0,0,0,1,0,130202-FAT-454,1425.145,1427.48,2335,啊 ?
444,455,FAT,130202.cha,"几 岁 了 , 你 啊 ? ",Tong,"(1, 7, 18)",1.962162162,num|ji3=several cl|sui4 sfp|le cm|cm pro|ni3=you sfp|a1 ?,,Question,Interrogative,Teaching,yes,Wh,right dislocation,1,0,IntWh,0,1,1,,,,"['num', 'cl', 'sfp', 'cm', 'pro', 'sfp', '?']",0,0,0,1,0,0,1,0,130202-FAT-455,1427.48,1429.659,2179,"几 岁 了 , 你 啊 ?"
445,456,FAT,130202.cha,你 几 岁 了 ? ,Tong,"(1, 7, 18)",1.962162162,pro|ni3=you num|ji3=several cl|sui4 sfp|le ?,,Question,Interrogative,Teaching,yes,Wh,,1,0,IntWh,1,1,0,,,,"['pro', 'num', 'cl', 'sfp', '?']",0,0,0,0,0,0,1,0,130202-FAT-456,1429.659,1431.356,1697,你 几 岁 了 ?
446,457,FAT,130202.cha,啊 ? ,Tong,"(1, 7, 18)",1.962162162,co|a1=uh ?,,Exclamative,FRAG,Meta,,,,1,0,,0,0,0,,,,"['co', '?']",0,0,0,0,0,0,1,0,130202-FAT-457,1431.356,1433.799,2443,啊 ?
447,458,FAT,130202.cha,两 岁 啦 . ,Tong,"(1, 7, 18)",1.962162162,num|liang3=two cl|sui4 sfp|la1 .,,Assertion,FRAG,Teaching,,,,0,0,,0,0,0,,,,"['num', 'cl', 'sfp', '.']",0,0,0,0,0,0,1,0,130202-FAT-458,1433.799,1434.436,637,两 岁 啦 .
448,459,FAT,130202.cha,同同 说 . ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong v|shuo1=say .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,1,0,0,,,,"['n:name', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-459,1434.436,1435.992,1556,同同 说 .
449,460,FAT,130202.cha,这样 . ,Tong,"(1, 7, 18)",1.962162162,adv|zhe4yang4=so .,,Request/Command,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['adv', '.']",0,0,0,0,0,0,0,0,130202-FAT-460,1435.992,1436.692,700,这样 .
450,461,FAT,130202.cha,两 岁 了 . ,Tong,"(1, 7, 18)",1.962162162,num|liang3=two cl|sui4 sfp|le .,,Assertion,FRAG,Teaching,,,,0,0,,0,0,0,,,,"['num', 'cl', 'sfp', '.']",0,0,0,0,0,0,1,0,130202-FAT-461,1436.692,1438.014,1322,两 岁 了 .
451,462,FAT,130202.cha,会 吗 ? ,Tong,"(1, 7, 18)",1.962162162,v:aux|hui4=will sfp|ma ?,,Question,Interrogative,Teaching,no,Polar,,1,0,IntMa,0,0,0,,,,"['v:aux', 'sfp', '?']",0,1,0,0,0,0,1,0,130202-FAT-462,1438.014,1439.34,1326,会 吗 ?
452,463,FAT,130202.cha,来 . ,Tong,"(1, 7, 18)",1.962162162,co|lai2=come_on .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,0,0,0,,,,"['co', '.']",1,0,0,0,0,0,0,0,130202-FAT-463,1439.34,1439.696,356,来 .
453,464,FAT,130202.cha,来 . ,Tong,"(1, 7, 18)",1.962162162,co|lai2=come_on .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,0,0,0,,,,"['co', '.']",1,0,0,0,0,0,0,0,130202-FAT-464,1439.696,1440.972,1276,来 .
454,465,FAT,130202.cha,这样 . ,Tong,"(1, 7, 18)",1.962162162,adv|zhe4yang4=so .,,Assertion,FRAG,Teaching,,,,0,0,,0,0,0,,,,"['adv', '.']",0,0,0,0,0,0,0,0,130202-FAT-465,1440.972,1443.386,2414,这样 .
455,466,FAT,130202.cha,这样 . ,Tong,"(1, 7, 18)",1.962162162,adv|zhe4yang4=so .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['adv', '.']",0,0,0,0,0,0,0,0,130202-FAT-466,1443.386,1444.242,856,这样 .
456,467,FAT,130202.cha,"哎 , 这样 . ",Tong,"(1, 7, 18)",1.962162162,co|ai1 cm|cm adv|zhe4yang4=so .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['co', 'cm', 'adv', '.']",0,0,0,0,0,0,0,0,130202-FAT-467,1444.242,1447.433,3191,"哎 , 这样 ."
457,468,FAT,130202.cha,"哎 , 两 岁 啦 . ",Tong,"(1, 7, 18)",1.962162162,co|ai1 cm|cm num|liang3=two cl|sui4 sfp|la1 .,,Assertion,FRAG,Teaching,,,,0,0,,0,0,0,,,,"['co', 'cm', 'num', 'cl', 'sfp', '.']",0,0,0,0,0,0,1,0,130202-FAT-468,1447.433,1450.92,3487,"哎 , 两 岁 啦 ."
458,469,FAT,130202.cha,两 岁 啦 . ,Tong,"(1, 7, 18)",1.962162162,num|liang3=two cl|sui4 sfp|la1 .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['num', 'cl', 'sfp', '.']",0,0,0,0,0,0,1,0,130202-FAT-469,1450.92,1453.036,2116,两 岁 啦 .
459,470,FAT,130202.cha,懂 吗 ? ,Tong,"(1, 7, 18)",1.962162162,v|dong3=understand sfp|ma ?,,Question,Interrogative,Meta,no,Polar,,1,0,IntMa,0,0,0,,,,"['v', 'sfp', '?']",1,0,0,0,0,0,1,0,130202-FAT-470,1453.036,1454.826,1790,懂 吗 ?
460,471,FAT,130202.cha,"人家 问 你 说 , 你 叫 什么 名字 啊 ? ",Tong,"(1, 7, 18)",1.962162162,pro|ren2jia1=someone v|wen4=ask pro|ni3=you v|shuo1=say cm|cm pro|ni3=you v|jiao4=call pro:wh|shen2me=what n|ming2zi=given_name sfp|a1 ?,,Assertion,Declarative,Teaching,,,,1,0,,1,1,0,,,,"['pro', 'v', 'pro', 'v', 'cm', 'pro', 'v', 'pro:wh', 'n', 'sfp', '?']",1,0,0,0,0,1,1,1,130202-FAT-471,1454.826,1457.284,2458,"人家 问 你 说 , 你 叫 什么 名字 啊 ?"
461,472,CHI,130202.cha,我 叫 [?] www . ,Tong,"(1, 7, 18)",1.962162162,pro|wo3=I v|jiao4=call .,,,,,,,,1,0,,0,0,0,,,,"['pro', 'v', '.']",1,0,0,0,0,0,0,0,130202-CHI-472,1457.284,1459.871,2587,我 叫 [?] www .
462,473,FAT,130202.cha,同同 . ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['n:name', '.']",0,0,0,0,0,0,0,0,130202-FAT-473,1459.871,1461.268,1397,同同 .
463,474,CHI,130202.cha,同同 . ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong .,,,,,,,,1,0,,0,0,0,,,,"['n:name', '.']",0,0,0,0,0,0,0,0,130202-CHI-474,1461.268,1463.792,2524,同同 .
464,475,FAT,130202.cha,我们 来 数 数 . ,Tong,"(1, 7, 18)",1.962162162,pro|wo3-PL=I v|lai2=come v|shu3=count v|shu3=count .,,Request/Command,Imperative,Teaching,,,,1,0,ImpNull,1,0,0,,,,"['pro', 'v', 'v', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-475,1463.792,1468.869,5077,我们 来 数 数 .
465,476,FAT,130202.cha,来 . ,Tong,"(1, 7, 18)",1.962162162,co|lai2=come_on .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['co', '.']",1,0,0,0,0,0,0,0,130202-FAT-476,1468.869,1469.862,993,来 .
466,477,FAT,130202.cha,我们 来 数 数 . ,Tong,"(1, 7, 18)",1.962162162,pro|wo3-PL=I v|lai2=come v|shu3=count v|shu3=count .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,1,0,0,,,,"['pro', 'v', 'v', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-477,1469.862,1470.748,886,我们 来 数 数 .
467,480,FAT,130202.cha,二 . ,Tong,"(1, 7, 18)",1.962162162,num|er4=two .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['num', '.']",0,0,0,0,0,0,0,0,130202-FAT-480,1472.523,1474.45,1927,二 .
468,481,CHI,130202.cha,三 . ,Tong,"(1, 7, 18)",1.962162162,num|san1=three .,,,,,,,,1,0,,0,0,0,,,,"['num', '.']",0,0,0,0,0,0,0,0,130202-CHI-481,1474.45,1476.011,1561,三 .
469,482,FAT,130202.cha,一 . ,Tong,"(1, 7, 18)",1.962162162,num|yi1=one .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['num', '.']",0,0,0,0,0,0,0,0,130202-FAT-482,1476.011,1477.864,1853,一 .
470,483,CHI,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-483,1477.864,1479.374,1510,xxx .
471,484,FAT,130202.cha,一 . ,Tong,"(1, 7, 18)",1.962162162,num|yi1=one .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['num', '.']",0,0,0,0,0,0,0,0,130202-FAT-484,1479.374,1480.542,1168,一 .
472,485,FAT,130202.cha,一 . ,Tong,"(1, 7, 18)",1.962162162,num|yi1=one .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['num', '.']",0,0,0,0,0,0,0,0,130202-FAT-485,1480.542,1482.846,2304,一 .
473,486,CHI,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-486,1482.846,1485.554,2708,xxx .
474,487,FAT,130202.cha,二 . ,Tong,"(1, 7, 18)",1.962162162,num|er4=two .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['num', '.']",0,0,0,0,0,0,0,0,130202-FAT-487,1485.554,1486.581,1027,二 .
475,488,CHI,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-488,1486.581,1488.995,2414,xxx .
476,489,FAT,130202.cha,干吗 呀 ? ,Tong,"(1, 7, 18)",1.962162162,pro:wh|gan4ma2=what_to_do sfp|ya ?,,Question,Interrogative,Meta,no,,,0,0,IntWh,0,1,0,,,,"['pro:wh', 'sfp', '?']",1,0,0,0,0,1,1,1,130202-FAT-489,1488.995,1490.021,1026,干吗 呀 ?
477,490,FAT,130202.cha,<快 快> [/] 快 . ,Tong,"(1, 7, 18)",1.962162162,adv|kuai4=quickly .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,0,0,0,,,,"['adv', '.']",1,0,0,0,0,0,0,0,130202-FAT-490,1490.021,1491.983,1962,<快 快> [/] 快 .
478,491,FAT,130202.cha,不 [/] 不 能 出 来 . ,Tong,"(1, 7, 18)",1.962162162,neg|bu4=not v:aux|neng2=can v|chu1=go_out v:dirc|lai2=come .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBeng,0,0,0,,,,"['neg', 'v:aux', 'v', 'v:dirc', '.']",1,1,0,0,0,0,0,0,130202-FAT-491,1491.983,1492.323,340,不 [/] 不 能 出 来 .
479,492,FAT,130202.cha,冷 啊 . ,Tong,"(1, 7, 18)",1.962162162,adj|leng3=cool co|a1=uh .,,Assertion,Declarative,Meta,,,,0,0,,0,0,0,,,,"['adj', 'co', '.']",1,0,0,0,0,0,1,0,130202-FAT-492,1492.323,1493.244,921,冷 啊 .
480,493,FAT,130202.cha,冷 啊 . ,Tong,"(1, 7, 18)",1.962162162,adj|leng3=cool co|a1=uh .,,Assertion,Declarative,Meta,,,,1,0,,0,0,0,,,,"['adj', 'co', '.']",1,0,0,0,0,0,1,0,130202-FAT-493,1493.244,1494.271,1027,冷 啊 .
481,494,FAT,130202.cha,快 躺 在 被子 里 . ,Tong,"(1, 7, 18)",1.962162162,adv|kuai4=quickly v|tang3=couch prep|zai4=at n|bei4zi=quilt post|li3=inside .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,1,0,,,,"['adv', 'v', 'prep', 'n', 'post', '.']",1,0,0,0,0,0,0,0,130202-FAT-494,1494.271,1495.128,857,快 躺 在 被子 里 .
482,495,FAT,130202.cha,拿 什么 ? ,Tong,"(1, 7, 18)",1.962162162,v|na2=hold pro:wh|shen2me=what ?,,Question,Interrogative,Negotiating,no,Wh,,0,0,IntWh,0,1,0,,,,"['v', 'pro:wh', '?']",1,0,0,0,0,1,0,1,130202-FAT-495,1495.128,1497.043,1915,拿 什么 ?
483,496,FAT,130202.cha,你 要 拿 什么 ? ,Tong,"(1, 7, 18)",1.962162162,pro|ni3=you v:aux|yao4=should v|na2=hold pro:wh|shen2me=what ?,,Question,Interrogative,Negotiating,no,Wh,,0,0,IntWh,1,1,0,,,,"['pro', 'v:aux', 'v', 'pro:wh', '?']",1,1,0,0,0,1,0,1,130202-FAT-496,1497.043,1499.621,2578,你 要 拿 什么 ?
484,497,FAT,130202.cha,"爸爸 拿 , 你 说 . ",Tong,"(1, 7, 18)",1.962162162,n:relat|ba4&DIM=father v|na2=hold cm|cm pro|ni3=you v|shuo1=say .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,1,0,0,,,,"['n:relat', 'v', 'cm', 'pro', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-497,1499.621,1500.342,721,"爸爸 拿 , 你 说  ."
485,498,FAT,130202.cha,拿 什么 ? ,Tong,"(1, 7, 18)",1.962162162,v|na2=hold pro:wh|shen2me=what ?,,Question,Interrogative,Negotiating,no,Wh,,1,0,IntWh,0,1,0,,,,"['v', 'pro:wh', '?']",1,0,0,0,0,1,0,1,130202-FAT-498,1500.342,1500.982,640,拿 什么 ?
486,499,CHI,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-499,1500.342,1504.357,4015,xxx .
487,500,FAT,130202.cha,拿 什么 ? ,Tong,"(1, 7, 18)",1.962162162,v|na2=hold pro:wh|shen2me=what ?,,Question,Interrogative,Negotiating,,Wh,,1,0,IntWh,0,1,0,,,,"['v', 'pro:wh', '?']",1,0,0,0,0,1,0,1,130202-FAT-500,1504.357,1505.276,919,拿 什么 ?
488,501,FAT,130202.cha,你 说 拿 什么 ? ,Tong,"(1, 7, 18)",1.962162162,pro|ni3=you v|shuo1=say v|na2=hold pro:wh|shen2me=what ?,,Question,Interrogative,Negotiating,no,Wh,,1,0,IntWh,1,1,0,,,,"['pro', 'v', 'v', 'pro:wh', '?']",1,0,0,0,0,1,0,1,130202-FAT-501,1505.276,1505.634,358,你 说 拿 什么 ?
